item number,reference number,mix_name_ref,binder(s),cement type,cemen_strength_class,clinker content,cement content,scm1 type,scm1 content (kg/m3),scm2 type,scm2 content (kg/m3),water content (kg/m3),water binder ratio,admixture1_type,admixture1_kgm3,admixture2_type,admixture2_kgm3,fcm. cube 150. wet curing (28 d)
588,A1357,4 PZ,CEM I,CEM I,32.5R,1,238,,0,,0,178.5,0.75,,0,,0,26.588
589,A1357,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.747,241,,0,,0,180.75,0.75,,0,,0,26.772
590,A1358,4 PZ,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,26.735
591,A1358,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.709,240,,0,,0,180,0.75,,0,,0,23.074
592,A1385,4 PZ,CEM I,CEM I,32.5R,1,238,,0,,0,178.5,0.75,,0,,0,23.184
593,A1385,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.696,241,,0,,0,180.75,0.75,,0,,0,23
594,A1399,4 PZ,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,25.024
595,A1399,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.693,241,,0,,0,180.75,0.75,,0,,0,18.768
596,A1413,4 PZ,CEM I,CEM I,32.5R,1,242,,0,,0,181.5,0.75,,0,,0,29.532
597,A1413,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.729,238,,0,,0,178.5,0.75,,0,,0,24.932
598,A1525,4 PZ,CEM I,CEM I,32.5R,1,243,,0,,0,182.25,0.75,,0,,0,25.668
599,A1525,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.739,242,,0,,0,181.5,0.75,,0,,0,23.368
600,A1662,4 PZ,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,26.22
601,A1662,4 FAZ,CEM II/BV,CEM II/BV,32.5R,0.729,239,,0,,0,179.25,0.75,,0,,0,22.724
602,A1987,Null,CEM I,CEM I,32.5R,1,300,,0,,0,162,0.54,,0,,0,36.156
603,A1987,FA 0,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,33.488
604,A2477,0,CEM I,CEM I,32.5R,1,300,,0,,0,160,0.53,,0,,0,50.048
605,A2477,0.25,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,160,0.61,,0,,0,45.08
606,M243,A,CEM I,CEM I,42.5R,1,380,,0,,0,125,0.33,SP,4.94,,0,58.144
607,M243,A1,CEM I with CEM III/C,CEM I,42.5R,1,266,III/C,114,,0,125,0.33,SP,4.788,,0,68.172
608,M243,A2,CEM I with CEM III/C,CEM I,42.5R,1,245,III/C,105,,0,133,0.38,SP,4.9,,0,54.556
609,M243,B,CEM I with CEM III/C,CEM I,42.5R,1,294,III/C,126,,0,155.8,0.37,SP,4.998,,0,64.216
610,A2478,PZ 45 F 0,CEM I,CEM I ,42.5R,1,300,,0,,0,150,0.5,,0,,0,56.304
611,A2478,PZ 45 F 0.25,CEM I with fly_ash_bituminous_coal,CEM I ,42.5R,1,240,fly_ash_bituminous_coal,60,,0,150,0.57,,0,,0,47.564
612,A2685,PZ 45 F 0,CEM I,CEM I ,42.5R,1,300,,0,,0,150,0.5,,0,,0,56.856
613,A2685,PZ 45 F 0.25,CEM I with fly_ash_bituminous_coal,CEM I ,42.5R,1,240,fly_ash_bituminous_coal,60,,0,150,0.57,,0,,0,50.416
614,A2691/2,Z11a,CEM I,CEM I,32.5R,1,360,,0,,0,180,0.5,,0,,0,44.068
615,A2691/2,Z11b,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,37.352
616,A2691/2,Z11c,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,26.036
617,A2691/2,Z12a,CEM I with natural_pozzolan,CEM I,32.5R,1,320,natural_pozzolan,80,,0,180,0.56,,0,,0,44.896
618,A2691/2,Z12b,CEM I with natural_pozzolan,CEM I,32.5R,1,270,natural_pozzolan,67.5,,0,180,0.67,,0,,0,33.81
619,A2691/2,Z12c,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,60,,0,180,0.75,,0,,0,30.36
620,A2691/2,Z21a,CEM I,CEM I,32.5R,1,360,,0,,0,180,0.5,,0,,0,43.424
621,A2691/2,Z21b,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,33.12
622,A2691/2,Z21c,CEM I,CEM I,32.5R,1,240,,0,,0,180,0.75,,0,,0,23.552
623,A2691/2,Z22a,CEM I with natural_pozzolan,CEM I,32.5R,1,320,natural_pozzolan,80,,0,180,0.56,,0,,0,43.7
624,A2691/2,Z22b,CEM I with natural_pozzolan,CEM I,32.5R,1,270,natural_pozzolan,67.5,,0,180,0.67,,0,,0,32.292
625,A2691/2,Z22c,CEM I with natural_pozzolan,CEM I,32.5R,1,240,natural_pozzolan,60,,0,180,0.75,,0,,0,29.44
626,A2691/2,Z31a,CEM III/B,CEM III/B,32.5N,0.3,360,,0,,0,180,0.5,,0,,0,42.872
627,A2691/2,Z31b,CEM III/B,CEM III/B,32.5N,0.3,300,,0,,0,180,0.6,,0,,0,33.948
628,A2691/2,Z31c,CEM III/B,CEM III/B,32.5N,0.3,240,,0,,0,180,0.75,,0,,0,21.804
629,A2691/2,Z32a,CEM III/B with natural_pozzolan,CEM III/B,32.5N,0.3,320,natural_pozzolan,80,,0,180,0.56,,0,,0,40.204
630,A2691/2,Z32b,CEM III/B with natural_pozzolan,CEM III/B,32.5N,0.3,270,natural_pozzolan,67.5,,0,180,0.67,,0,,0,30.59
631,A2691/2,Z32c,CEM III/B with natural_pozzolan,CEM III/B,32.5N,0.3,240,natural_pozzolan,60,,0,180,0.75,,0,,0,22.724
632,A2774,PZ 45 F 1,CEM I ,CEM I,42.5R,1,300,,0,,0,150,0.5,,0,,0,53.452
633,A2774,PZ 45 F 2,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,240,fly_ash_bituminous_coal,60,,0,150,0.57,,0,,0,46.92
634,A3019,1,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,215,fly_ash_bituminous_coal,165,,0,160,0.66,SP,0,,0,34.316
635,A3019,2,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,140,,0,160,0.59,SP,0,,0,33.856
636,VDZ 20072009,30% LL,CEM II/BLL,CEM II/BLL,42.5R,0.7,320,,0,,0,160,0.5,,0,,0,54.436
637,VDZ 20072009,10% S 25% LL,CEM II/BM (SLL),CEM II/BM (SLL),42.5R,0.65,320,,0,,0,160,0.5,,0,,0,58.954
638,VDZ 20072009,20% S 20% LL,neu CEM II/CM (SLL),CEM II/CM (SLL),42.5N,0.6,320,,0,,0,160,0.5,,0,,0,53.618
639,VDZ 20072009,40% S 10% LL,neu CEM II/CM (SLL),CEM II/CM (SLL),42.5N,0.5,320,,0,,0,160,0.5,,0,,0,52.1
640,VDZ 20072009,10% V 25% LL,CEM II/BM (VLL),CEM II/BM (VLL),42.5R,0.65,320,,0,,0,160,0.5,,0,,0,51.713
641,VDZ 20072009,20% V 20% LL,neu CEM II/CM (VLL),CEM II/CM (VLL),32.5R,0.6,320,,0,,0,160,0.5,,0,,0,46.819
642,F997,Z3H0A,CEM I,CEM I,42.5R,1,320,,0,,0,160,0.5,SP,0.448,,0,55.844
643,F997,Z3H0B,CEM I,CEM I,42.5R,1,300,,0,,0,165,0.55,SP,0,,0,46.644
644,F997,Z3H0C,CEM I,CEM I,42.5R,1,280,,0,,0,168,0.6,SP,0,,0,43.24
645,F997,Z4H0A,CEM II/BS,CEM II/BS,42.5R,0.681,320,,0,,0,160,0.5,SP,0.768,,0,59.524
646,F997,Z4H0B,CEM II/BS,CEM II/BS,42.5R,0.681,300,,0,,0,165,0.55,SP,0.3,,0,49.312
647,F997,Z4H0C,CEM II/BS,CEM II/BS,42.5R,0.681,280,,0,,0,168,0.6,SP,0.392,,0,43.148
648,F997,Z4H11.0A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,160,GGBFS,160,,0,152,0.48,SP,0.416,,0,58.052
649,F997,Z4H11.0B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,150,GGBFS,150,,0,157,0.52,SP,0.33,,0,48.208
650,F997,Z4H11.0C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,140,GGBFS,140,,0,160,0.57,SP,0.336,,0,44.988
651,F997,Z4H10.3A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,246,GGBFS,74,,0,156,0.49,SP,0.5904,,0,58.052
652,F997,Z4H10.3B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,231,GGBFS,69,,0,161,0.54,SP,0.5082,,0,52.256
653,F997,Z4H10.3C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,215,GGBFS,65,,0,164,0.59,SP,0.4085,,0,44.712
654,F997,Z4H21.0A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,160,GGBFS,160,,0,136,0.43,SP,1.168,,0,54.832
655,F997,Z4H21.0B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,150,GGBFS,150,,0,140,0.47,SP,1.08,,0,51.06
656,F997,Z4H21.0C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,140,GGBFS,140,,0,143,0.51,SP,0.938,,0,44.804
657,F997,Z4H20.3A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,246,GGBFS,74,,0,149,0.47,SP,0.5904,,0,58.512
658,F997,Z4H20.3B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,231,GGBFS,69,,0,154,0.51,SP,0.5082,,0,49.496
659,F997,Z4H20.3C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,215,GGBFS,65,,0,156,0.56,SP,0.6235,,0,43.608
660,F997,Z4H31.0A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,160,GGBFS,160,,0,152,0.48,SP,0.496,,0,55.016
661,F997,Z4H31.0B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,150,GGBFS,150,,0,157,0.52,SP,1.005,,0,49.588
662,F997,Z4H31.0C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,140,GGBFS,140,,0,160,0.57,SP,1.204,,0,48.944
663,F997,Z4H30.3A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,246,GGBFS,74,,0,156,0.49,SP,0.492,,0,54.832
664,F997,Z4H30.3B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,231,GGBFS,69,,0,161,0.54,SP,1.2705,,0,52.716
665,F997,Z4H30.3C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,215,GGBFS,65,,0,164,0.59,SP,0.6235,,0,44.712
666,F997,Z4H41.0A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,160,GGBFS,160,,0,152,0.48,SP,0.496,,0,54.372
667,F997,Z4H41.0B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,150,GGBFS,150,,0,157,0.52,SP,0.42,,0,45.172
668,F997,Z4H41.0C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,140,GGBFS,140,,0,160,0.57,SP,0.238,,0,40.848
669,F997,Z4H40.3A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,246,GGBFS,74,,0,156,0.49,SP,0.7872,,0,52.44
670,F997,Z4H40.3B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,231,GGBFS,69,,0,161,0.54,SP,0.3927,,0,48.668
671,F997,Z4H40.3C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,215,GGBFS,65,,0,164,0.59,SP,0.2795,,0,43.056
672,F997,Z4H51.0A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,160,GGBFS,160,,0,136,0.43,SP,0.496,,0,48.116
673,F997,Z4H51.0B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,150,GGBFS,150,,0,140,0.47,SP,0.33,,0,42.78
674,F997,Z4H51.0C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,140,GGBFS,140,,0,143,0.51,SP,0.126,,0,37.996
675,F997,Z4H50.3A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,246,GGBFS,74,,0,149,0.47,SP,0.5904,,0,54.004
676,F997,Z4H50.3B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,231,GGBFS,69,,0,154,0.51,SP,0.3927,,0,46.552
677,F997,Z4H50.3C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,215,GGBFS,65,,0,156,0.56,SP,0.1505,,0,41.032
678,F997,Z4H61.0A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,160,GGBFS,160,,0,152,0.48,SP,0.416,,0,57.96
679,F997,Z4H61.0B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,150,GGBFS,150,,0,157,0.52,SP,0.33,,0,49.864
680,F997,Z4H61.0C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,140,GGBFS,140,,0,160,0.57,SP,0.336,,0,46.644
681,F997,Z4H60.3A,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,246,GGBFS,74,,0,156,0.49,SP,0.5904,,0,55.936
682,F997,Z4H60.3B,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,231,GGBFS,69,,0,161,0.54,SP,0.2079,,0,53.36
683,F997,Z4H60.3C,CEM II/BS with GGBFS,CEM II/BS,42.5R,0.681,215,GGBFS,65,,0,164,0.59,SP,0.1935,,0,44.252
684,M1880,Ref,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,33.672
685,M1514,Ref,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,39.008
686,M1750,C2530,CEM III/A,CEM III/A,42.5N,0.549,310,,0,,0,160,0.52,SP,0,,0,57.3
687,M1750,C3545,CEM III/A,CEM III/A,42.5N,0.549,360,,0,,0,156,0.43,SP,0,,0,67.1
688,35865,AO,CEM I,CEM I,32.5R,1,330,,0,,0,198,0.6,SP,0,,0,39.891
689,35865,A1,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,297,fly_ash_bituminous_coal,33,,0,198,0.64,SP,0,,0,40.983
690,35865,A2,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,264,fly_ash_bituminous_coal,66,,0,198,0.68,SP,0,,0,33.95
691,35865,A3,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,231,fly_ash_bituminous_coal,99,,0,198,0.76,SP,0,,0,30.313
692,35865,BO,CEM I,CEM I,32.5R,1,350,,0,,0,193,0.55,SP,0,,0,43.771
